Time,HeartRate,steps,force
2024-10-15 01:35:00,84,0,0
2024-10-15 01:36:00,80,0,0
2024-10-15 01:37:00,89,0,0
2024-10-15 01:38:00,81,0,0
2024-10-15 01:39:00,82,0,0
2024-10-15 01:40:00,89,0,0
2024-10-15 01:41:00,73,0,0
2024-10-15 01:42:00,74,0,0
2024-10-15 01:43:00,85,0,0
2024-10-15 01:44:00,74,0,0
2024-10-15 01:45:00,90,0,0
2024-10-15 01:46:00,78,0,0
2024-10-15 01:47:00,76,0,0
2024-10-15 01:48:00,90,0,0
2024-10-15 01:49:00,87,0,0
2024-10-15 01:50:00,89,0,0
2024-10-15 01:51:00,85,0,0
2024-10-15 01:52:00,76,0,0
2024-10-15 01:53:00,90,0,0
2024-10-15 01:54:00,79,0,0
2024-10-15 01:55:00,84,0,0
2024-10-15 01:56:00,85,0,0
2024-10-15 01:57:00,79,0,0
2024-10-15 01:58:00,83,0,0
2024-10-15 01:59:00,85,0,0
2024-10-15 02:00:00,82,0,0
2024-10-15 02:01:00,75,0,0
2024-10-15 02:02:00,81,0,0
2024-10-15 02:03:00,87,0,0
2024-10-15 02:04:00,77,0,0
2024-10-15 02:05:00,79,0,0
2024-10-15 02:06:00,78,0,0
2024-10-15 02:07:00,89,0,0
2024-10-15 02:08:00,83,0,0
2024-10-15 02:09:00,82,0,0
2024-10-15 02:10:00,76,0,0
2024-10-15 02:11:00,83,0,0
2024-10-15 02:12:00,77,0,0
2024-10-15 02:13:00,80,0,0
2024-10-15 02:14:00,77,0,0
2024-10-15 02:15:00,83,0,0
2024-10-15 02:16:00,83,0,0
2024-10-15 02:17:00,79,0,0
2024-10-15 02:18:00,82,0,0
2024-10-15 02:19:00,75,0,0
2024-10-15 02:20:00,73,0,0
2024-10-15 02:21:00,82,0,0
2024-10-15 02:22:00,81,0,0
2024-10-15 02:23:00,83,0,0
2024-10-15 02:24:00,92,0,0
2024-10-15 02:25:00,85,0,0
2024-10-15 02:26:00,75,0,0
2024-10-15 02:27:00,86,0,0
2024-10-15 02:28:00,73,0,0
2024-10-15 02:29:00,78,0,0
2024-10-15 02:30:00,80,0,0
2024-10-15 02:31:00,89,0,0
2024-10-15 02:32:00,76,0,0
2024-10-15 02:33:00,76,0,0
2024-10-15 02:34:00,80,0,0
2024-10-15 02:35:00,77,0,0
2024-10-15 02:36:00,86,0,0
2024-10-15 02:37:00,75,0,0
2024-10-15 02:38:00,74,0,0
2024-10-15 02:39:00,78,0,0
2024-10-15 02:40:00,78,0,0
2024-10-15 02:41:00,90,0,0
2024-10-15 02:42:00,85,0,0
2024-10-15 02:43:00,80,0,0
2024-10-15 02:44:00,74,0,0
2024-10-15 02:45:00,84,0,0
2024-10-15 02:46:00,75,0,0
2024-10-15 02:47:00,72,0,0
2024-10-15 02:48:00,86,0,0
2024-10-15 02:49:00,82,0,0
2024-10-15 02:50:00,85,0,0
2024-10-15 02:51:00,82,0,0
2024-10-15 02:52:00,84,0,0
2024-10-15 02:53:00,77,0,0
2024-10-15 02:54:00,75,0,0
2024-10-15 02:55:00,83,0,0
2024-10-15 02:56:00,76,0,0
2024-10-15 02:57:00,77,0,0
2024-10-15 02:58:00,78,0,0
2024-10-15 02:59:00,80,0,0
2024-10-15 03:00:00,78,0,0
2024-10-15 03:01:00,73,0,0
2024-10-15 03:02:00,77,0,0
2024-10-15 03:03:00,69,0,0
2024-10-15 03:04:00,83,0,0
2024-10-15 03:05:00,72,0,0
2024-10-15 03:06:00,74,0,0
2024-10-15 03:07:00,80,0,0
2024-10-15 03:08:00,76,0,0
2024-10-15 03:09:00,88,0,0
2024-10-15 03:10:00,74,0,0
2024-10-15 03:11:00,81,0,0
2024-10-15 03:12:00,80,0,0
2024-10-15 03:13:00,74,0,0
2024-10-15 03:14:00,83,0,0
2024-10-15 03:15:00,79,0,0
2024-10-15 03:16:00,84,0,0
2024-10-15 03:17:00,84,0,0
2024-10-15 03:18:00,91,0,0
2024-10-15 03:19:00,87,0,0
2024-10-15 03:20:00,78,0,0
2024-10-15 03:21:00,79,0,0
2024-10-15 03:22:00,85,0,0
2024-10-15 03:23:00,83,0,0
2024-10-15 03:24:00,83,0,0
2024-10-15 03:25:00,72,0,0
2024-10-15 03:26:00,80,0,0
2024-10-15 03:27:00,76,0,0
2024-10-15 03:28:00,81,0,0
2024-10-15 03:29:00,80,0,0
2024-10-15 03:30:00,85,0,0
2024-10-15 03:31:00,82,0,0
2024-10-15 03:32:00,84,0,0
2024-10-15 03:33:00,78,0,0
2024-10-15 03:34:00,75,0,0
2024-10-15 03:35:00,78,0,0
2024-10-15 03:36:00,80,0,0
2024-10-15 03:37:00,82,0,0
2024-10-15 03:38:00,91,0,0
2024-10-15 03:39:00,80,0,0
2024-10-15 03:40:00,75,0,0
2024-10-15 03:41:00,78,0,0
2024-10-15 03:42:00,78,0,0
2024-10-15 03:43:00,82,0,0
2024-10-15 03:44:00,72,0,0
2024-10-15 03:45:00,80,0,0
2024-10-15 03:46:00,81,0,0
2024-10-15 03:47:00,81,0,0
2024-10-15 03:48:00,77,0,0
2024-10-15 03:49:00,79,0,0
2024-10-15 03:50:00,73,0,0
2024-10-15 03:51:00,78,0,0
2024-10-15 03:52:00,77,0,0
2024-10-15 03:53:00,82,0,0
2024-10-15 03:54:00,74,0,0
2024-10-15 03:55:00,84,0,0
2024-10-15 03:56:00,87,0,0
2024-10-15 03:57:00,70,0,0
2024-10-15 03:58:00,82,0,0
2024-10-15 03:59:00,83,0,0
2024-10-15 04:00:00,77,0,0
2024-10-15 04:01:00,78,0,0
2024-10-15 04:02:00,79,0,0
2024-10-15 04:03:00,79,0,0
2024-10-15 04:04:00,78,0,0
2024-10-15 04:05:00,72,0,0
2024-10-15 04:06:00,86,0,0
2024-10-15 04:07:00,85,0,0
2024-10-15 04:08:00,76,0,0
2024-10-15 04:09:00,73,0,0
2024-10-15 04:10:00,83,0,0
2024-10-15 04:11:00,77,0,0
2024-10-15 04:12:00,81,0,0
2024-10-15 04:13:00,78,0,0
2024-10-15 04:14:00,83,0,0
2024-10-15 04:15:00,83,0,0
2024-10-15 04:16:00,76,0,0
2024-10-15 04:17:00,73,0,0
2024-10-15 04:18:00,72,0,0
2024-10-15 04:19:00,83,0,0
2024-10-15 04:20:00,74,0,0
2024-10-15 04:21:00,77,0,0
2024-10-15 04:22:00,77,0,0
2024-10-15 04:23:00,80,0,0
2024-10-15 04:24:00,70,0,0
2024-10-15 04:25:00,81,0,0
2024-10-15 04:26:00,83,0,0
2024-10-15 04:27:00,80,0,0
2024-10-15 04:28:00,78,0,0
2024-10-15 04:29:00,80,0,0
2024-10-15 04:30:00,82,0,0
2024-10-15 04:31:00,66,0,0
2024-10-15 04:32:00,90,0,0
2024-10-15 04:33:00,82,0,0
2024-10-15 04:34:00,77,0,0
2024-10-15 04:35:00,78,0,0
2024-10-15 04:36:00,82,0,0
2024-10-15 04:37:00,79,0,0
2024-10-15 04:38:00,70,0,0
2024-10-15 04:39:00,90,0,0
2024-10-15 04:40:00,79,0,0
2024-10-15 04:41:00,85,0,0
2024-10-15 04:42:00,77,0,0
2024-10-15 04:43:00,88,0,0
2024-10-15 04:44:00,81,0,0
2024-10-15 04:45:00,83,0,0
2024-10-15 04:46:00,75,0,0
2024-10-15 04:47:00,86,0,0
2024-10-15 04:48:00,83,0,0
2024-10-15 04:49:00,87,0,0
2024-10-15 04:50:00,77,0,0
2024-10-15 04:51:00,78,0,0
2024-10-15 04:52:00,92,0,0
2024-10-15 04:53:00,75,0,0
2024-10-15 04:54:00,79,0,0
2024-10-15 04:55:00,86,0,0
2024-10-15 04:56:00,80,0,0
2024-10-15 04:57:00,83,0,0
2024-10-15 04:58:00,78,0,0
2024-10-15 04:59:00,82,0,0
2024-10-15 05:00:00,73,7,428
2024-10-15 05:01:00,88,0,220
2024-10-15 05:02:00,79,0,1463
2024-10-15 05:03:00,77,3,554
2024-10-15 05:04:00,83,0,834
2024-10-15 05:05:00,78,12,540
2024-10-15 05:06:00,73,0,749
2024-10-15 05:07:00,73,0,209
2024-10-15 05:08:00,83,3,782
2024-10-15 05:09:00,79,27,1022
2024-10-15 05:10:00,79,0,1088
2024-10-15 05:11:00,85,2,317
2024-10-15 05:12:00,74,0,0
2024-10-15 05:13:00,76,0,1117
2024-10-15 05:14:00,78,0,379
2024-10-15 05:15:00,80,4,583
2024-10-15 05:16:00,80,2,0
2024-10-15 05:17:00,79,16,1188
2024-10-15 05:18:00,80,8,1119
2024-10-15 05:19:00,79,0,256
2024-10-15 05:20:00,76,0,966
2024-10-15 05:21:00,76,0,902
2024-10-15 05:22:00,81,11,664
2024-10-15 05:23:00,76,21,713
2024-10-15 05:24:00,74,9,303
2024-10-15 05:25:00,78,0,427
2024-10-15 05:26:00,79,5,416
2024-10-15 05:27:00,91,0,1351
2024-10-15 05:28:00,76,14,373
2024-10-15 05:29:00,85,14,910
2024-10-15 05:30:00,84,0,1168
2024-10-15 05:31:00,74,7,427
2024-10-15 05:32:00,84,0,370
2024-10-15 05:33:00,74,0,1196
2024-10-15 05:34:00,67,0,490
2024-10-15 05:35:00,83,0,231
2024-10-15 05:36:00,71,0,404
2024-10-15 05:37:00,82,46,1120
2024-10-15 05:38:00,77,0,799
2024-10-15 05:39:00,88,3,737
2024-10-15 05:40:00,85,9,511
2024-10-15 05:41:00,78,0,736
2024-10-15 05:42:00,77,0,0
2024-10-15 05:43:00,74,0,1165
2024-10-15 05:44:00,78,67,419
2024-10-15 05:45:00,79,0,452
2024-10-15 05:46:00,78,0,343
2024-10-15 05:47:00,81,0,404
2024-10-15 05:48:00,83,0,1366
2024-10-15 05:49:00,82,17,532
2024-10-15 05:50:00,76,6,249
2024-10-15 05:51:00,73,0,783
2024-10-15 05:52:00,87,6,1176
2024-10-15 05:53:00,77,4,482
2024-10-15 05:54:00,77,7,645
2024-10-15 05:55:00,77,0,1098
2024-10-15 05:56:00,71,0,0
2024-10-15 05:57:00,78,16,1401
2024-10-15 05:58:00,78,0,1136
2024-10-15 05:59:00,83,12,941
2024-10-15 06:00:00,83,9,591
2024-10-15 06:01:00,80,16,1204
2024-10-15 06:02:00,85,0,206
2024-10-15 06:03:00,82,8,254
2024-10-15 06:04:00,80,53,1145
2024-10-15 06:05:00,81,0,1075
2024-10-15 06:06:00,79,0,0
2024-10-15 06:07:00,78,0,800
2024-10-15 06:08:00,79,8,0
2024-10-15 06:09:00,74,1,522
2024-10-15 06:10:00,81,56,670
2024-10-15 06:11:00,75,19,544
2024-10-15 06:12:00,84,2,800
2024-10-15 06:13:00,79,0,1174
2024-10-15 06:14:00,80,67,773
2024-10-15 06:15:00,82,0,0
2024-10-15 06:16:00,83,9,500
2024-10-15 06:17:00,72,0,556
2024-10-15 06:18:00,79,1,1023
2024-10-15 06:19:00,84,0,399
2024-10-15 06:20:00,72,0,967
2024-10-15 06:21:00,82,10,253
2024-10-15 06:22:00,69,9,865
2024-10-15 06:23:00,75,0,316
2024-10-15 06:24:00,80,13,1018
2024-10-15 06:25:00,72,0,854
2024-10-15 06:26:00,75,14,741
2024-10-15 06:27:00,73,0,278
2024-10-15 06:28:00,88,0,966
2024-10-15 06:29:00,81,0,594
2024-10-15 06:30:00,83,62,608
2024-10-15 06:31:00,79,0,688
2024-10-15 06:32:00,78,15,442
2024-10-15 06:33:00,72,0,1472
2024-10-15 06:34:00,79,0,603
2024-10-15 06:35:00,76,5,654
2024-10-15 06:36:00,84,0,1185
2024-10-15 06:37:00,86,45,732
2024-10-15 06:38:00,87,1,454
2024-10-15 06:39:00,84,0,0
2024-10-15 06:40:00,77,0,790
2024-10-15 06:41:00,74,0,507
2024-10-15 06:42:00,84,0,383
2024-10-15 06:43:00,82,16,834
2024-10-15 06:44:00,71,0,444
2024-10-15 06:45:00,82,10,616
2024-10-15 06:46:00,84,10,1293
2024-10-15 06:47:00,80,1,619
2024-10-15 06:48:00,79,16,683
2024-10-15 06:49:00,76,17,359
2024-10-15 06:50:00,73,0,0
2024-10-15 06:51:00,84,19,358
2024-10-15 06:52:00,78,21,415
2024-10-15 06:53:00,79,0,323
2024-10-15 06:54:00,89,14,782
2024-10-15 06:55:00,83,0,860
2024-10-15 06:56:00,82,0,271
2024-10-15 06:57:00,81,7,638
2024-10-15 06:58:00,88,0,1127
2024-10-15 06:59:00,89,53,537
2024-10-15 07:00:00,85,0,283
2024-10-15 07:01:00,83,5,568
2024-10-15 07:02:00,70,3,647
2024-10-15 07:03:00,81,16,523
2024-10-15 07:04:00,79,62,511
2024-10-15 07:05:00,80,0,625
2024-10-15 07:06:00,85,0,1114
2024-10-15 07:07:00,66,0,509
2024-10-15 07:08:00,77,4,355
2024-10-15 07:09:00,81,60,436
2024-10-15 07:10:00,78,14,1295
2024-10-15 07:11:00,73,68,235
2024-10-15 07:12:00,84,9,576
2024-10-15 07:13:00,81,6,205
2024-10-15 07:14:00,75,10,966
2024-10-15 07:15:00,82,0,583
2024-10-15 07:16:00,84,0,1362
2024-10-15 07:17:00,80,17,735
2024-10-15 07:18:00,84,6,1421
2024-10-15 07:19:00,80,47,920
2024-10-15 07:20:00,78,0,713
2024-10-15 07:21:00,74,0,831
2024-10-15 07:22:00,80,9,591
2024-10-15 07:23:00,81,0,223
2024-10-15 07:24:00,84,62,488
2024-10-15 07:25:00,79,13,560
2024-10-15 07:26:00,82,0,675
2024-10-15 07:27:00,75,0,1142
2024-10-15 07:28:00,76,0,355
2024-10-15 07:29:00,79,0,410
2024-10-15 07:30:00,75,0,1298
2024-10-15 07:31:00,84,0,636
2024-10-15 07:32:00,82,55,670
2024-10-15 07:33:00,81,0,800
2024-10-15 07:34:00,82,0,869
2024-10-15 07:35:00,90,23,1269
2024-10-15 07:36:00,78,0,573
2024-10-15 07:37:00,69,0,1054
2024-10-15 07:38:00,81,0,1150
2024-10-15 07:39:00,80,15,1002
2024-10-15 07:40:00,77,0,0
2024-10-15 07:41:00,75,0,378
2024-10-15 07:42:00,78,55,515
2024-10-15 07:43:00,81,5,718
2024-10-15 07:44:00,77,0,718
2024-10-15 07:45:00,92,1,543
2024-10-15 07:46:00,75,1,1060
2024-10-15 07:47:00,76,0,1393
2024-10-15 07:48:00,69,3,654
2024-10-15 07:49:00,81,0,657
2024-10-15 07:50:00,70,15,649
2024-10-15 07:51:00,77,0,882
2024-10-15 07:52:00,79,0,555
2024-10-15 07:53:00,76,0,653
2024-10-15 07:54:00,89,0,642
2024-10-15 07:55:00,85,15,406
2024-10-15 07:56:00,87,0,634
2024-10-15 07:57:00,76,0,348
2024-10-15 07:58:00,86,0,892
2024-10-15 07:59:00,82,13,693
2024-10-15 08:00:00,84,0,1135
2024-10-15 08:01:00,85,16,685
2024-10-15 08:02:00,75,8,630
2024-10-15 08:03:00,78,0,659
2024-10-15 08:04:00,84,0,339
2024-10-15 08:05:00,67,0,648
2024-10-15 08:06:00,88,14,927
2024-10-15 08:07:00,83,0,565
2024-10-15 08:08:00,80,15,726
2024-10-15 08:09:00,81,0,413
2024-10-15 08:10:00,75,1,426
2024-10-15 08:11:00,78,15,464
2024-10-15 08:12:00,86,14,1412
2024-10-15 08:13:00,86,14,242
2024-10-15 08:14:00,93,15,636
2024-10-15 08:15:00,80,13,925
2024-10-15 08:16:00,77,0,659
2024-10-15 08:17:00,77,0,547
2024-10-15 08:18:00,75,0,369
2024-10-15 08:19:00,80,4,564
2024-10-15 08:20:00,82,18,648
2024-10-15 08:21:00,80,2,372
2024-10-15 08:22:00,85,0,744
2024-10-15 08:23:00,79,0,665
2024-10-15 08:24:00,78,26,274
2024-10-15 08:25:00,77,0,295
2024-10-15 08:26:00,72,0,646
2024-10-15 08:27:00,72,55,354
2024-10-15 08:28:00,74,70,596
2024-10-15 08:29:00,87,56,452
2024-10-15 08:30:00,84,6,1124
2024-10-15 08:31:00,87,8,685
2024-10-15 08:32:00,73,0,855
2024-10-15 08:33:00,70,1,0
2024-10-15 08:34:00,77,0,785
2024-10-15 08:35:00,81,50,563
2024-10-15 08:36:00,82,0,1388
2024-10-15 08:37:00,85,18,583
2024-10-15 08:38:00,81,0,756
2024-10-15 08:39:00,89,0,508
2024-10-15 08:40:00,79,9,331
2024-10-15 08:41:00,75,0,346
2024-10-15 08:42:00,72,0,232
2024-10-15 08:43:00,76,0,314
2024-10-15 08:44:00,81,3,518
2024-10-15 08:45:00,76,8,0
2024-10-15 08:46:00,85,3,330
2024-10-15 08:47:00,87,0,325
2024-10-15 08:48:00,68,10,387
2024-10-15 08:49:00,84,7,518
2024-10-15 08:50:00,69,6,824
2024-10-15 08:51:00,82,0,1002
2024-10-15 08:52:00,86,0,245
2024-10-15 08:53:00,80,39,1112
2024-10-15 08:54:00,74,7,490
2024-10-15 08:55:00,77,15,0
2024-10-15 08:56:00,79,54,422
2024-10-15 08:57:00,79,1,899
2024-10-15 08:58:00,79,1,1346
2024-10-15 08:59:00,79,0,375
2024-10-15 09:00:00,81,6,718
2024-10-15 09:01:00,74,0,466
2024-10-15 09:02:00,79,15,386
2024-10-15 09:03:00,88,19,0
2024-10-15 09:04:00,78,11,705
2024-10-15 09:05:00,78,0,275
2024-10-15 09:06:00,85,15,1266
2024-10-15 09:07:00,67,13,1148
2024-10-15 09:08:00,86,28,911
2024-10-15 09:09:00,77,4,368
2024-10-15 09:10:00,81,5,0
2024-10-15 09:11:00,80,9,602
2024-10-15 09:12:00,85,0,1269
2024-10-15 09:13:00,79,0,1164
2024-10-15 09:14:00,77,1,472
2024-10-15 09:15:00,86,0,1246
2024-10-15 09:16:00,68,9,423
2024-10-15 09:17:00,80,0,756
2024-10-15 09:18:00,73,2,244
2024-10-15 09:19:00,76,0,1210
2024-10-15 09:20:00,90,0,1034
2024-10-15 09:21:00,80,1,1073
2024-10-15 09:22:00,81,0,339
2024-10-15 09:23:00,71,0,227
2024-10-15 09:24:00,76,8,934
2024-10-15 09:25:00,81,0,694
2024-10-15 09:26:00,82,0,309
2024-10-15 09:27:00,83,0,763
2024-10-15 09:28:00,80,14,1180
2024-10-15 09:29:00,83,17,326
2024-10-15 09:30:00,82,4,384
2024-10-15 09:31:00,71,0,1035
2024-10-15 09:32:00,80,0,1214
2024-10-15 09:33:00,84,0,713
2024-10-15 09:34:00,83,0,417
2024-10-15 09:35:00,78,15,840
2024-10-15 09:36:00,76,15,0
2024-10-15 09:37:00,74,14,1425
2024-10-15 09:38:00,79,0,495
2024-10-15 09:39:00,86,0,1123
2024-10-15 09:40:00,70,0,222
2024-10-15 09:41:00,77,19,349
2024-10-15 09:42:00,74,18,774
2024-10-15 09:43:00,84,0,457
2024-10-15 09:44:00,77,0,909
2024-10-15 09:45:00,78,0,1277
2024-10-15 09:46:00,79,12,948
2024-10-15 09:47:00,82,0,0
2024-10-15 09:48:00,78,17,435
2024-10-15 09:49:00,65,0,568
2024-10-15 09:50:00,83,0,480
2024-10-15 09:51:00,82,0,1157
2024-10-15 09:52:00,79,18,634
2024-10-15 09:53:00,75,0,916
2024-10-15 09:54:00,82,0,1468
2024-10-15 09:55:00,82,10,0
2024-10-15 09:56:00,78,2,1278
2024-10-15 09:57:00,79,7,592
2024-10-15 09:58:00,75,0,665
2024-10-15 09:59:00,79,0,457
2024-10-15 10:00:00,72,4,271
2024-10-15 10:01:00,82,65,980
2024-10-15 10:02:00,75,0,337
2024-10-15 10:03:00,81,15,955
2024-10-15 10:04:00,73,0,1423
2024-10-15 10:05:00,77,0,0
2024-10-15 10:06:00,79,0,1349
2024-10-15 10:07:00,72,0,541
2024-10-15 10:08:00,81,3,1328
2024-10-15 10:09:00,78,12,1495
2024-10-15 10:10:00,71,19,964
2024-10-15 10:11:00,73,67,296
2024-10-15 10:12:00,83,17,661
2024-10-15 10:13:00,84,19,462
2024-10-15 10:14:00,79,0,788
2024-10-15 10:15:00,82,35,1163
2024-10-15 10:16:00,81,30,855
2024-10-15 10:17:00,82,7,552
2024-10-15 10:18:00,86,0,380
2024-10-15 10:19:00,72,18,1005
2024-10-15 10:20:00,83,18,365
2024-10-15 10:21:00,78,14,443
2024-10-15 10:22:00,79,13,209
2024-10-15 10:23:00,78,8,636
2024-10-15 10:24:00,78,17,797
2024-10-15 10:25:00,74,16,439
2024-10-15 10:26:00,81,2,616
2024-10-15 10:27:00,88,33,870
2024-10-15 10:28:00,80,0,1040
2024-10-15 10:29:00,80,17,461
2024-10-15 10:30:00,77,0,574
2024-10-15 10:31:00,79,7,1171
2024-10-15 10:32:00,82,0,282
2024-10-15 10:33:00,78,0,1413
2024-10-15 10:34:00,78,0,1020
2024-10-15 10:35:00,82,0,227
2024-10-15 10:36:00,75,0,686
2024-10-15 10:37:00,81,6,443
2024-10-15 10:38:00,84,57,1103
2024-10-15 10:39:00,87,8,1476
2024-10-15 10:40:00,80,0,1000
2024-10-15 10:41:00,87,9,1012
2024-10-15 10:42:00,85,0,623
2024-10-15 10:43:00,75,70,425
2024-10-15 10:44:00,74,0,556
2024-10-15 10:45:00,78,17,1430
2024-10-15 10:46:00,85,0,229
2024-10-15 10:47:00,80,0,1016
2024-10-15 10:48:00,77,0,632
2024-10-15 10:49:00,88,9,301
2024-10-15 10:50:00,81,35,520
2024-10-15 10:51:00,68,0,1115
2024-10-15 10:52:00,82,15,1206
2024-10-15 10:53:00,83,0,1387
2024-10-15 10:54:00,81,55,267
2024-10-15 10:55:00,82,0,1153
2024-10-15 10:56:00,80,0,1003
2024-10-15 10:57:00,73,0,559
2024-10-15 10:58:00,78,6,268
2024-10-15 10:59:00,75,1,375
2024-10-15 11:00:00,75,0,1001
2024-10-15 11:01:00,74,6,360
2024-10-15 11:02:00,82,13,0
2024-10-15 11:03:00,80,0,281
2024-10-15 11:04:00,78,7,802
2024-10-15 11:05:00,77,0,732
2024-10-15 11:06:00,80,13,396
2024-10-15 11:07:00,85,8,367
2024-10-15 11:08:00,70,6,522
2024-10-15 11:09:00,82,48,308
2024-10-15 11:10:00,77,0,201
2024-10-15 11:11:00,71,17,785
2024-10-15 11:12:00,70,1,1475
2024-10-15 11:13:00,75,15,1489
2024-10-15 11:14:00,81,0,946
2024-10-15 11:15:00,82,0,1361
2024-10-15 11:16:00,75,0,631
2024-10-15 11:17:00,85,0,1157
2024-10-15 11:18:00,87,0,456
2024-10-15 11:19:00,82,0,493
2024-10-15 11:20:00,77,53,0
2024-10-15 11:21:00,86,0,466
2024-10-15 11:22:00,84,55,585
2024-10-15 11:23:00,84,0,0
2024-10-15 11:24:00,77,3,334
2024-10-15 11:25:00,66,0,1314
2024-10-15 11:26:00,91,17,827
2024-10-15 11:27:00,72,0,519
2024-10-15 11:28:00,80,0,612
2024-10-15 11:29:00,92,15,1087
2024-10-15 11:30:00,82,12,949
2024-10-15 11:31:00,85,16,836
2024-10-15 11:32:00,72,0,1121
2024-10-15 11:33:00,71,0,1177
2024-10-15 11:34:00,77,6,399
2024-10-15 11:35:00,85,6,1061
2024-10-15 11:36:00,78,0,0
2024-10-15 11:37:00,76,0,490
2024-10-15 11:38:00,81,0,944
2024-10-15 11:39:00,85,0,719
2024-10-15 11:40:00,73,13,393
2024-10-15 11:41:00,74,7,307
2024-10-15 11:42:00,76,14,444
2024-10-15 11:43:00,85,0,637
2024-10-15 11:44:00,81,11,748
2024-10-15 11:45:00,91,0,850
2024-10-15 11:46:00,85,9,410
2024-10-15 11:47:00,80,0,653
2024-10-15 11:48:00,86,7,1424
2024-10-15 11:49:00,81,0,253
2024-10-15 11:50:00,76,10,1100
2024-10-15 11:51:00,83,0,844
2024-10-15 11:52:00,77,69,851
2024-10-15 11:53:00,79,4,656
2024-10-15 11:54:00,87,0,758
2024-10-15 11:55:00,79,55,564
2024-10-15 11:56:00,76,0,242
2024-10-15 11:57:00,78,0,253
2024-10-15 11:58:00,85,12,1010
2024-10-15 11:59:00,77,12,414
2024-10-15 12:00:00,78,18,956
2024-10-15 12:01:00,77,0,685
2024-10-15 12:02:00,81,2,1170
2024-10-15 12:03:00,78,7,404
2024-10-15 12:04:00,72,0,600
2024-10-15 12:05:00,76,15,0
2024-10-15 12:06:00,75,0,739
2024-10-15 12:07:00,86,14,569
2024-10-15 12:08:00,84,13,601
2024-10-15 12:09:00,83,7,1061
